928.0	912.0
2180.0	2147.0
672.0	661.0
1825.0	1796.0
4246.0	4165.0
209.0	203.0
3628.0	3565.0
3773.0	3701.0
4035.0	3958.0
598.0	589.0
4468.0	4387.0
1157.0	1137.0
3973.0	3898.0
3752.0	3682.0
3814.0	3742.0
971.0	953.0
3898.0	3823.0
2426.0	2386.0
1659.0	1635.0
1003.0	985.0
3248.0	3200.0
3245.0	3197.0
2032.0	2000.0
2152.0	2120.0
155.0	150.0
2445.0	2404.0
4821.0	4727.0
2840.0	2796.0
554.0	545.0
4583.0	4498.0
2800.0	2756.0
192.0	187.0
295.0	289.0
4527.0	4444.0
3936.0	3861.0
2251.0	2216.0
2639.0	2596.0
1043.0	1025.0
4205.0	4125.0
2875.0	2831.0
920.0	904.0
189.0	184.0
2894.0	2849.0
3057.0	3011.0
20.0	18.0
347.0	340.0
2883.0	2838.0
2313.0	2276.0
2808.0	2764.0
4390.0	4309.0
759.0	746.0
4249.0	4168.0
521.0	512.0
2254.0	2219.0
4247.0	4166.0
4951.0	4855.0
1932.0	1901.0
399.0	390.0
4985.0	4888.0
3644.0	3579.0
4850.0	4755.0
4950.0	4854.0
3764.0	3693.0
3374.0	3319.0
2970.0	2924.0
4609.0	4524.0
1951.0	1920.0
4779.0	4685.0
3338.0	3283.0
453.0	444.0
348.0	341.0
2275.0	2240.0
3257.0	3208.0
1287.0	1266.0
105.0	101.0
4736.0	4644.0
4260.0	4179.0
4893.0	4797.0
325.0	319.0
2257.0	2222.0
582.0	573.0
2383.0	2344.0
1159.0	1139.0
1805.0	1776.0
3507.0	3446.0
2116.0	2084.0
305.0	299.0
3845.0	3771.0
4357.0	4276.0
1968.0	1937.0
3247.0	3199.0
532.0	523.0
3450.0	3389.0
276.0	270.0
654.0	643.0
1136.0	1116.0
429.0	420.0
3012.0	2966.0
4150.0	4072.0
3813.0	3741.0
2610.0	2567.0
2470.0	2429.0
336.0	329.0
1349.0	1327.0
2132.0	2100.0
1661.0	1637.0
3376.0	3321.0
2020.0	1989.0
530.0	521.0
4785.0	4691.0
151.0	146.0
1687.0	1661.0
253.0	247.0
2157.0	2125.0
2509.0	2468.0
4142.0	4064.0
157.0	152.0
3238.0	3190.0
936.0	920.0
3944.0	3869.0
2216.0	2182.0
1100.0	1080.0
4531.0	4448.0
4257.0	4176.0
2955.0	2909.0
3859.0	3784.0
3438.0	3378.0
4132.0	4054.0
319.0	313.0
468.0	459.0
3902.0	3827.0
2694.0	2650.0
2665.0	2621.0
1946.0	1915.0
2719.0	2675.0
2384.0	2345.0
2499.0	2458.0
3421.0	3363.0
1761.0	1732.0
1217.0	1196.0
491.0	482.0
294.0	288.0
467.0	458.0
465.0	456.0
31.0	29.0
796.0	782.0
457.0	448.0
3889.0	3814.0
757.0	744.0
2296.0	2259.0
4159.0	4081.0
3033.0	2987.0
2749.0	2705.0
916.0	900.0
4055.0	3978.0
4161.0	4083.0
4176.0	4097.0
845.0	830.0
857.0	842.0
1311.0	1289.0
610.0	601.0
3849.0	3774.0
3926.0	3851.0
4301.0	4220.0
1318.0	1296.0
4932.0	4836.0
237.0	231.0
2660.0	2617.0
1174.0	1154.0
4371.0	4290.0
3953.0	3878.0
3670.0	3605.0
4516.0	4434.0
5050.0	4952.0
4423.0	4342.0
2289.0	2252.0
5219.0	5115.0
3089.0	3043.0
2438.0	2397.0
1347.0	1325.0
5095.0	4995.0
4427.0	4346.0
536.0	527.0
212.0	206.0
57.0	53.0
254.0	248.0
4473.0	4392.0
663.0	652.0
3223.0	3176.0
75.0	71.0
2272.0	2237.0
4765.0	4673.0
