4897	284	2664
2334	526	4012
3856	640	4089
10879	415	8257
626	357	1261
6268	372	5723
10165	62	4955
4506	339	4544
3337	323	5096
3316	357	1817
4945	284	492
2459	912	4251
6603	357	1816
3208	289	2001
1085	289	11528
5695	448	4977
10919	926	489
10498	415	1167
1381	351	3568
7040	289	7587
11734	243	2146
365	342	7653
7547	176	9330
3984	415	683
6569	323	9440
9359	289	11624
11558	357	1816
4725	643	4381
1725	339	1355
8961	357	1816
8353	419	753
4380	415	688
10093	824	9830
4196	351	1816
10158	357	1817
9449	125	11337
3230	419	753
4402	415	684
7588	323	6809
5859	289	9045
8090	243	3759
287	642	412
4823	289	9917
11061	419	753
2315	926	949
3190	640	3458
7264	448	1811
2574	323	4314
9222	243	4567
2451	323	9910
5471	640	10107
296	339	272
11386	448	6646
10826	289	2220
10030	125	241
4369	824	11271
2973	289	4691
3246	289	4968
6147	912	11698
9011	176	4480
2601	289	8638
6353	415	684
1662	289	2017
3256	289	4952
10263	289	1959
2263	493	2391
3729	289	3766
1340	243	5530
3772	448	10029
2937	352	3173
5942	342	7220
11198	17	11716
6595	640	523
2345	351	3421
11528	824	5871
9060	419	5000
9255	824	1753
4225	289	4089
8756	419	1263
1080	352	752
9841	372	390
4316	125	300
3150	912	1700
1276	201	4143
11170	640	10107
9222	289	4567
3206	150	10393
3579	779	1914
8012	289	3145
1762	125	8
11275	289	4550
3009	77	3007
3426	339	425
8435	289	2428
8976	640	9342
7568	640	9862
2206	34	1816
313	125	241
2749	912	11340
6157	372	11169
7297	955	2847
7703	62	2175
2101	635	2912
1066	284	1986
9636	351	2036
6337	824	312
9077	640	11230
160	480	235
3871	926	1817
3210	243	4195
4069	387	2242
5374	626	645
6960	150	6899
368	938	4472
5089	357	1261
3822	289	1993
7351	642	6431
4990	352	2933
3691	326	4020
8261	419	753
11238	176	2903
346	243	4518
10599	824	7671
1314	351	4228
3326	357	2927
3446	419	3849
11715	351	1227
3252	357	1816
10757	640	7848
10765	289	8239
3616	289	678
4081	351	2571
5414	926	4873
9943	640	8325
3499	493	1707
4435	912	4251
4580	912	9414
619	351	2933
65	342	2036
5172	289	1718
10004	419	753
9641	419	1263
3638	125	84
7717	448	5018
943	243	6302
6138	357	1816
10350	448	3630
123	357	1817
