4742	419	766
413	342	457
4129	926	2081
1407	351	1283
3913	204	1118
4695	419	766
1940	419	766
1417	448	1383
2072	635	3186
1969	92	2214
3506	448	3894
361	358	94
4072	525	3426
2016	166	1095
4709	351	1845
3312	289	4653
3131	77	2203
4593	352	3082
4985	415	4919
2901	708	3346
416	358	19
766	779	2665
5075	502	5000
1821	448	4404
4611	415	3507
2708	352	1270
4597	351	3023
242	854	2373
752	357	2242
382	125	409
4353	149	4348
2682	357	1846
183	289	4712
4490	912	4846
4267	415	6
1020	351	2689
2037	912	4846
4229	708	5113
928	635	2426
3089	366	3616
1685	289	4616
3220	635	1315
4740	357	4960
4694	419	766
2142	358	142
28	289	1894
866	419	3704
3239	263	3240
538	366	4322
2629	284	4525
1284	779	1226
2773	642	5106
2498	912	3616
191	289	4627
4291	25	1846
468	289	5050
873	149	1270
929	711	931
4187	289	2930
4530	352	765
4351	357	1270
3554	208	2556
3278	640	4987
242	122	3102
1388	419	766
187	640	4283
4684	448	2289
2344	34	3920
4449	660	4507
719	289	4616
4627	351	765
1764	338	4291
206	448	105
2688	352	2590
2253	351	1846
5116	351	679
1811	208	2980
5207	419	3401
1356	419	766
1681	351	2590
159	208	2068
2820	635	3081
4272	351	1845
1362	419	766
2603	351	1845
3581	208	1529
3183	351	2689
637	351	1282
4666	692	2065
1861	62	834
5161	366	1837
5153	351	3633
1636	410	1550
3715	419	766
382	289	578
2404	351	4091
5065	750	1962
2027	351	1845
868	27	4378
11	289	3022
3600	357	1962
238	448	26
3676	176	500
416	358	2982
3588	208	1282
5024	352	2436
941	243	1432
2908	149	765
1951	419	1273
2968	323	1685
3516	912	4131
1430	446	3896
213	854	3946
2614	686	2979
5079	77	2729
3575	357	1845
2026	351	1845
3136	692	2065
48	448	4347
418	125	274
4691	289	4713
5134	62	4109
2444	358	406
3248	289	4561
1846	622	1664
4186	642	457
3240	419	766
3363	419	766
4283	27	186
1757	358	1023
433	419	766
469	289	5161
280	769	3399
434	912	4322
2105	34	1282
469	243	2896
4664	351	1282
1985	912	4846
4061	912	4846
3090	27	2361
3252	289	2555
1921	34	3737
1901	779	1900
1464	635	1498
4557	912	4846
4147	448	26
631	912	4332
5011	912	2750
786	357	1665
3663	243	672
48	358	2501
4591	351	2436
3471	419	1960
4876	149	3920
715	683	1452
4294	289	5085
2150	448	3894
1782	642	274
4196	204	2922
1654	351	1845
435	926	1464
5042	34	1846
1409	912	3616
2675	640	5025
187	125	274
2938	149	2884
1807	642	3935
4654	323	1820
3286	176	5060
788	635	888
2897	912	4332
4526	351	2979
3357	289	1755
3171	299	1099
3246	642	4612
430	289	2547
4008	912	3671
151	243	3902
4059	342	2800
3064	342	348
3755	695	1382
4567	92	1468
2662	448	3894
3450	92	4947
766	779	1958
921	779	4132
5115	912	4332
391	448	1702
2460	604	1659
69	358	129
54	454	344
4994	284	1763
3198	352	1846
4161	419	766
1740	419	766
2438	351	2979
1362	642	457
3783	419	766
310	357	2068
4770	351	2436
2254	708	492
2805	926	1845
250	125	88
138	289	623
11	125	140
1818	289	2998
2884	357	923
1681	351	1958
2594	642	247
4222	492	1930
400	289	3187
2668	357	2273
3279	243	1343
2023	410	2934
5214	912	1078
3930	642	3951
2981	912	4131
2127	357	3693
3069	149	3068
3814	339	3018
2044	357	1282
3447	284	3437
3264	357	1845
4508	912	4846
136	289	2266
436	855	2059
9	769	1845
73	457	1845
4984	351	2068
1796	640	3898
1001	254	3071
2377	779	1059
775	289	1656
372	342	458
1767	243	4572
322	289	2311
295	387	2277
2347	351	1247
2367	419	1284
2711	366	1773
1756	912	2428
190	926	3698
254	448	1678
115	448	297
2368	357	923
449	870	1089
5024	351	966
2668	357	4735
3871	149	1958
4540	351	3628
2724	448	4404
210	454	1282
472	358	5023
1779	289	4654
411	448	5119
2613	448	3698
3259	289	638
4821	284	4631
3961	351	1967
1921	339	3658
2261	208	2962
1759	351	1099
2446	554	1270
3043	351	1845
1846	419	766
4602	912	4131
2009	351	2440
2897	448	3893
3021	357	2041
1704	289	542
3943	27	3252
3946	912	4332
2644	419	1960
2402	912	4846
423	640	546
1014	351	2884
2557	912	3616
4768	683	3221
1843	357	3640
3764	695	2526
2743	62	2979
2688	448	3669
1332	351	1845
638	352	2068
2438	660	4483
3077	352	4014
2509	357	1282
2688	34	1958
3841	351	4371
2231	149	765
323	289	601
1832	642	1407
4206	912	3616
4551	351	2440
2038	912	2730
4201	339	4643
4839	752	921
2254	366	1837
127	419	1273
2470	180	4541
2344	339	927
4693	289	2507
4681	419	766
1438	912	4131
462	333	244
2459	352	966
4645	323	669
1879	62	4051
4482	351	2980
942	62	2228
1853	176	5115
4577	351	1845
4338	204	1451
380	926	765
623	180	3192
3509	351	1846
4818	284	2875
482	145	1366
5043	912	2946
347	289	4441
284	328	408
2542	243	4267
245	243	1343
2195	468	4553
1949	448	1702
1812	640	4565
185	448	5076
4008	284	3182
1286	711	1282
4436	208	2951
347	640	4283
4792	419	766
2678	62	2979
5006	351	4164
236	448	3894
2764	419	766
766	779	1452
2409	204	4749
281	926	1845
4532	351	3631
2473	94	1845
1347	34	765
3381	243	4276
2446	403	3340
899	912	4332
1797	243	2179
3496	34	1958
4769	448	2808
4206	912	1837
2251	366	1837
1105	289	507
57	926	2979
1324	366	4131
3453	779	3452
2507	358	2613
1305	351	3613
4604	358	3953
2009	351	2068
24	289	1349
4986	352	2068
3803	351	2742
1361	779	4414
4144	352	2962
4554	912	2749
3708	493	2811
1514	125	243
2840	34	837
2784	77	808
1365	351	1845
3043	912	4846
1364	352	1659
4892	750	3462
2565	351	4200
5	419	766
3447	339	1445
4268	642	88
2688	448	1852
3675	448	2289
1436	34	1845
282	448	298
1843	357	1282
2629	351	3613
3378	642	247
689	660	3837
2728	357	2406
3022	180	2404
4580	817	3691
2971	357	2081
3098	27	4742
4695	289	3812
4504	352	5211
3922	368	3462
321	289	3104
4470	643	4571
3409	94	750
3661	419	766
248	926	1845
4063	289	4455
4634	339	5042
4927	747	3597
899	912	4430
1822	289	2637
2984	357	1927
2446	351	3613
3676	448	4404
4994	912	2749
1799	289	4637
1853	419	766
3723	878	2669
3998	201	1936
3314	357	1845
3295	289	2637
691	289	2174
2157	419	1273
4611	351	1845
4713	912	4846
4163	683	1845
449	289	465
3965	357	1282
4205	351	1845
12	289	12
3536	38	3537
3665	683	765
48	387	3664
1284	779	3010
1815	448	34
3311	289	5153
4704	125	274
2010	352	1659
4222	779	4221
759	243	2576
1284	779	2451
519	27	4295
2260	912	4322
4651	358	5086
83	419	766
4527	912	2749
4281	351	3082
4800	351	1506
3610	492	1930
4621	289	2617
3090	708	3378
4520	351	2634
2297	912	4846
1513	357	1846
1362	289	4205
116	926	2634
477	243	1987
5096	415	246
4545	358	4519
5015	912	2749
1411	351	2979
3123	351	1845
4197	338	1735
