11149	289	890
11579	351	2959
1502	289	10111
9069	415	1177
2878	817	7375
6025	448	5138
561	289	797
3191	419	6681
7212	351	11099
10171	289	3771
1735	352	3590
2370	824	3357
5216	352	2763
8181	264	455
9984	376	9307
5472	298	8482
107	289	6179
2239	34	1831
5298	289	2739
190	122	2483
3222	357	1830
8820	415	1176
3928	511	2121
4611	351	1830
11869	351	1903
10505	351	1903
8701	34	1830
3102	817	3593
10628	351	1830
7931	289	4501
10569	289	9447
7147	448	5092
2021	34	1830
5293	955	203
3388	34	747
12311	402	43
12709	824	4305
11050	289	13027
10156	243	1420
5747	351	2644
220	484	1830
9569	402	172
7397	357	1830
12417	817	3593
6057	351	4942
11040	357	1830
8788	817	3593
11142	34	1830
8826	34	1830
1782	419	763
12922	448	1663
11157	351	2052
648	298	3244
8227	642	9528
7510	289	2238
1704	289	8501
2521	865	2409
10907	289	2908
1792	640	13088
7599	640	12878
10776	817	1822
11017	289	2236
246	342	7545
1801	289	4687
3231	357	1830
9782	402	7576
6344	448	4497
5597	642	9262
1643	34	2065
686	352	2422
4506	298	6204
612	446	3870
8216	817	2730
3770	298	6737
1451	419	1272
617	865	1380
7812	34	1830
205	448	25
537	817	4105
3002	298	384
3360	642	7998
11542	298	11376
5849	264	9411
12968	289	6918
5049	351	2052
5993	62	1831
11317	351	4226
8383	298	10372
8117	34	1830
11808	817	4105
8093	208	1095
6392	817	3593
5301	34	2065
10481	298	356
9906	352	2571
6947	448	309
8735	402	3832
11587	298	395
7660	289	4486
12042	176	10911
761	204	3783
10682	208	3409
12670	824	1434
10016	838	8258
13008	298	9320
7667	176	12141
6714	298	12235
3478	1	9994
7675	402	3832
11768	352	1830
9894	125	272
10173	824	12850
11745	298	11164
10231	357	1830
3165	502	5047
9464	34	1830
4685	289	513
7991	817	4306
12682	640	3910
8341	817	4105
1815	150	11183
2240	824	181
5761	824	8879
175	243	865
10746	800	7437
5476	289	4535
3337	640	2899
7800	243	7390
6116	448	3782
8990	448	26
5931	243	3908
2932	448	11671
3150	817	3593
653	352	2067
11330	817	1457
397	926	2418
3621	779	4395
11638	289	889
5638	817	1822
12237	357	1258
5056	817	4296
12153	357	1831
10736	208	684
6745	289	558
4542	352	2052
7485	176	504
308	342	8089
2618	824	3259
2525	254	1258
10703	125	272
501	604	9391
12373	289	5715
4562	415	1150
8616	802	13165
12265	539	4185
3278	640	2830
4537	298	12905
8473	125	216
6442	357	1885
9293	351	2960
4226	77	3411
11976	231	6458
3255	289	7300
11639	817	4105
8367	298	349
127	448	173
27	264	113
6196	176	9746
6091	351	6311
1040	204	2418
10547	640	1396
7601	912	4306
865	415	694
2419	34	1830
5288	351	3369
889	323	11356
6100	289	11167
10636	448	296
11107	351	2960
6	642	7988
6636	176	6709
3279	243	9849
8188	448	3674
11111	289	11607
5784	351	2959
9567	289	10302
13076	351	1486
620	351	1111
5482	289	2546
2874	351	3132
1359	298	2055
5075	824	4389
6229	351	2186
8908	351	1830
383	289	1311
855	351	4693
6809	264	3907
630	448	8959
830	642	4980
1788	243	2557
10893	528	5505
11659	372	4547
5132	670	8843
7486	176	12576
4996	298	11762
7904	357	1831
10211	34	1830
12515	289	12980
11031	448	3782
11921	34	1830
9577	298	155
12665	298	3356
4957	298	4892
9516	448	7134
8209	419	1119
2131	448	3868
9789	640	10224
3463	351	2190
4612	415	691
8262	243	6536
2948	824	1670
8411	289	6814
1632	289	600
7210	342	456
6298	351	1830
7705	351	2052
4613	448	6690
9223	298	2589
12656	419	1261
1216	493	2710
34	448	164
4776	357	2361
8829	376	151
2386	298	11316
2051	448	6562
7256	289	11788
2065	338	9806
3484	448	3868
11772	289	12598
11258	448	309
3246	357	1830
2924	357	1270
313	448	2847
38	448	2847
589	351	11828
9186	351	3608
3073	351	2959
11474	289	3020
4997	352	2052
965	243	9022
146	264	451
4446	352	2422
6420	928	19
6191	493	3608
343	289	4448
2471	817	6644
12314	289	5180
3935	351	1951
10915	817	3593
1332	56	3899
4505	34	1830
910	493	805
9976	243	3815
12906	642	12545
47	351	10658
11486	448	7307
7684	357	1830
4523	824	606
3721	204	3590
13064	351	1830
8863	415	8944
782	289	4900
10275	289	3114
1949	125	436
2303	817	9036
375	448	8972
4037	419	763
450	392	2052
12240	176	7894
1105	62	1830
13118	912	4306
12382	289	3866
5124	824	4677
6737	264	257
2781	298	7931
2000	747	3558
12055	289	2278
3290	176	4538
9414	264	455
4595	289	2536
7586	448	4497
2326	448	2926
7222	351	2422
8249	351	2500
9272	912	1115
4372	289	2469
10346	125	87
3294	264	272
13127	289	3816
10577	448	3868
305	448	10940
11587	351	2418
2927	640	11075
5068	351	1830
2269	289	4459
11488	351	1830
6627	352	1830
5724	289	3917
397	342	5901
2835	817	4306
4134	77	1903
6660	298	416
4718	34	1831
4373	419	763
10527	870	8472
8121	926	1830
5334	289	6645
3417	351	2153
9027	376	430
3555	357	3378
6521	838	8822
9271	357	964
8639	448	4906
10696	77	4941
4456	298	9751
5187	357	964
367	626	4257
267	448	2904
1304	298	443
4530	448	3584
5728	352	2750
323	448	11671
422	419	1944
5877	243	12835
1262	232	8791
8709	357	1830
10621	289	3020
3020	298	2524
9927	351	2418
8100	208	990
6431	357	1830
13030	289	5050
7771	642	3068
4813	419	918
10017	351	3395
1484	752	763
6169	817	9036
12863	298	1777
6512	34	1830
10275	419	763
11487	77	4941
5898	289	4086
7599	289	3461
10278	351	4201
11294	289	10913
13088	298	3649
10420	640	4509
8957	817	9036
8147	351	1830
11639	817	3593
7961	357	1258
10365	448	3584
1806	264	455
5628	448	3584
4145	926	2013
6708	357	1258
12330	817	1822
4948	769	2626
1766	264	241
4550	448	5048
8536	351	1830
528	298	5085
890	824	8625
890	817	1822
5075	298	11055
9114	125	272
3631	824	4442
9051	528	2958
2807	284	1737
5184	339	4989
4388	809	3662
1688	357	1830
4457	298	675
5767	298	10885
4605	284	1737
9842	289	2516
3085	448	12332
9379	243	12459
8128	585	10662
5858	208	2199
7646	289	1311
4540	448	1330
7660	357	1831
886	419	3680
7009	448	11304
762	204	2418
6151	351	3686
10619	125	436
4505	323	4315
3141	34	1831
864	232	997
9355	289	6399
8536	376	11191
1452	809	3662
11938	298	11
6789	339	5736
11409	415	1128
12328	419	763
3794	824	325
1692	125	241
3257	125	272
428	264	5346
5817	357	1830
4494	351	2615
4932	338	1720
12825	817	9036
12792	448	5091
10826	357	2361
7347	351	9948
4482	448	3674
824	910	7961
13003	410	7768
9910	351	1830
3024	351	1440
6467	817	7061
13164	419	763
3750	357	3679
7661	298	1508
8360	448	4376
8544	298	12901
664	448	5091
1695	176	6027
4458	298	6872
10386	289	9757
3945	448	5048
5904	817	3593
4439	817	3593
8376	352	1830
8650	640	11910
10487	357	1830
6646	817	1822
9915	817	1822
4223	419	763
6478	824	10222
815	419	1261
8203	357	1830
12120	357	1830
7879	376	10398
9376	376	2269
5209	626	11330
12778	351	1830
3282	289	13059
7628	77	4941
5525	352	3472
10685	351	1028
1337	824	5640
4133	351	1830
4575	352	2422
12866	125	8
6243	264	6475
6871	448	4378
8351	298	11056
2135	298	2746
12827	817	1822
3826	77	1095
2408	77	925
473	448	5091
8431	817	9036
3293	289	6194
571	289	3771
12423	342	11151
5482	289	6440
12583	640	6229
146	626	4639
12940	342	11525
2056	879	3166
8479	298	5783
279	448	3674
1111	77	2615
10894	376	10398
5226	264	272
12296	352	2065
2517	352	4401
6899	351	3460
155	289	8479
6708	419	763
6918	351	1830
10082	419	763
6567	289	7890
2465	298	3273
7323	289	9697
1333	298	6293
6904	342	3832
3174	824	3219
3518	208	1830
7815	912	9036
7414	289	4778
261	392	684
10234	351	1885
8217	289	4590
4094	351	2053
8348	34	2953
12354	817	4296
1724	289	4618
3257	176	10962
8909	357	1830
3258	289	3917
5736	352	2052
897	34	3894
4365	243	517
9695	357	1830
388	419	763
7217	289	8745
8948	626	2149
7379	289	12941
635	415	1136
11229	342	6159
8528	781	6961
6269	351	2960
6044	62	2892
12340	870	7967
3857	824	5200
1373	585	6020
7605	415	1170
7212	351	3395
4612	824	1878
10136	493	4345
6553	415	693
4089	298	9472
505	351	3033
8178	448	5669
186	289	1345
9482	640	669
10912	357	1831
8561	34	1452
7123	298	11101
5900	342	7381
6981	264	455
9620	448	8681
3114	415	1168
9396	402	172
7783	351	8498
4463	817	7375
4423	817	1822
4279	817	7375
3154	769	1728
61	289	12539
4128	879	4971
1345	817	1822
182	107	1478
8227	640	3632
29	870	10666
10171	264	10887
12634	264	113
12430	289	5535
7430	298	4368
2126	351	1830
4151	357	1929
231	448	7134
2315	351	1065
197	357	1831
8518	824	8974
9456	352	2052
8446	351	1831
8147	351	2052
581	912	1822
12294	817	2926
3738	254	747
3104	284	1905
4901	351	3460
5516	817	3593
8638	769	4700
12769	34	1830
4642	351	2418
4340	351	1830
9309	34	1831
6079	34	1830
13135	769	4065
4642	298	298
6114	769	4787
2128	298	341
1951	338	1720
1738	34	1258
1316	298	4663
862	419	3670
13004	289	2685
7957	150	7338
3176	352	1830
7021	824	10163
10482	448	5827
8006	34	2065
2413	769	4322
10724	289	4001
11545	926	4345
7810	34	1830
4011	817	1822
5334	289	4089
8523	448	7189
3483	351	6937
4131	34	1885
3254	448	4378
3473	34	1830
11783	34	1830
11388	926	2960
3780	298	12021
8703	62	1082
4361	289	827
9791	289	6561
7457	2	2835
4626	342	10373
9135	817	2139
11728	392	1334
8343	34	1831
12615	351	3608
3090	34	2065
12701	289	1392
7005	289	2688
6586	817	1822
1905	339	1372
11664	817	9036
7886	448	2271
8933	357	1830
303	938	2875
6626	402	143
4527	596	11396
3802	34	1830
529	298	11375
4596	817	1822
3528	208	3949
12938	298	12110
6962	448	6497
12327	357	1830
12055	289	2818
11992	289	528
5702	357	1830
11466	352	2052
5535	34	1830
3913	351	1516
8815	352	2422
9493	298	8070
4421	817	2730
11445	289	6245
4501	298	12832
1792	289	2241
7083	817	2926
2513	352	2422
6218	838	7041
7748	642	8793
9370	342	7452
2250	34	2953
181	448	1687
12475	376	10879
6707	289	3405
3929	912	5661
2133	926	1830
5424	357	1258
13072	448	11671
6512	351	2052
11136	448	3584
8223	912	6644
2948	824	349
4290	125	87
6831	351	1951
8582	352	2052
3493	376	152
12914	357	1830
12938	817	1822
443	289	2236
11007	243	2641
1214	879	3810
7005	357	1830
7901	415	1131
11927	817	9036
1972	298	6408
10359	351	1830
8120	289	2618
6712	176	5087
12779	448	6769
3400	289	3917
7728	642	8885
10499	289	5068
12502	357	1830
4636	511	3634
8202	34	1258
865	298	9573
10942	176	6402
5269	352	2750
9766	637	5397
4552	708	1208
3757	289	4512
12055	289	7430
10365	448	6040
4356	817	3593
2345	351	1830
2519	351	2959
3360	289	3974
2130	448	6769
5424	357	1831
6017	176	5435
4132	419	12614
589	352	2750
10909	289	6478
4573	351	2960
608	642	4996
7078	415	1184
5378	34	1830
12772	817	1822
4274	289	4464
56	448	3674
9791	289	797
0	125	8
10006	298	4314
8326	298	12333
9891	357	1911
10232	34	1830
8364	342	8232
4442	298	8717
7940	125	8
9751	448	8959
6645	298	5334
8311	781	6961
5482	264	10984
10770	351	2679
11868	289	3977
191	284	300
6583	824	10870
11848	289	5516
5466	824	8735
8991	34	1830
8132	34	1830
5540	208	1986
10475	351	1270
3237	176	5435
4959	817	4105
9394	817	1822
8120	289	4454
7480	176	6402
2934	243	11953
12527	289	4536
10603	351	7065
11310	769	5181
13118	520	1205
6637	298	7013
3377	769	2616
1324	339	4967
7462	824	10309
4021	448	4379
4629	879	955
8625	289	4551
1991	289	4566
6758	351	2153
3744	448	6756
8470	351	3430
6840	34	1830
628	351	10559
6091	955	2395
6028	392	925
12885	419	763
3927	448	7134
3003	707	763
569	351	1830
6992	352	2052
8107	351	10352
8524	817	3593
8980	357	1830
3156	77	2556
969	419	3888
539	415	1805
12262	357	1916
4743	448	2789
3060	342	5848
3997	415	691
6025	926	1830
6409	289	3977
7670	34	1911
8921	289	4687
383	243	1971
924	339	3635
9070	34	1830
2009	298	6134
13039	817	1822
2517	352	1830
6267	125	272
11459	289	2685
3355	289	6512
11106	817	5661
3836	448	4928
10042	376	8684
6584	817	3593
8349	415	1173
4597	824	3261
10303	817	1822
10370	351	10187
12826	870	9864
2575	289	5038
5678	34	1831
890	298	11736
5588	779	3511
10272	34	1831
4649	264	272
11515	817	1822
1650	338	1720
588	298	6884
5492	342	11151
11826	351	13002
4677	176	6999
4721	838	6150
5341	34	3669
816	817	5661
12114	289	2322
8902	56	3734
12489	448	4376
467	264	5234
12277	351	3033
11962	298	6962
5263	298	319
10325	243	10709
4431	352	2308
4669	357	1830
12827	298	4660
1391	351	4915
3158	455	12739
9894	640	3093
12246	176	11185
9449	77	2960
9038	151	4787
11023	484	1885
589	448	4497
10242	357	1830
4431	298	7800
4087	352	3590
9563	409	1631
6467	419	6681
8252	289	11797
2625	289	1084
4248	663	5003
3878	34	1830
2694	231	1203
5103	62	4082
2882	298	365
3988	77	2052
10805	34	1830
6008	351	1830
2788	817	3593
4546	298	974
3011	511	2121
3472	357	1830
686	352	5181
2607	298	349
11889	351	1830
2317	663	2576
5399	376	3333
6419	208	3033
122	926	2052
4558	817	2730
6216	289	7250
4579	817	4105
4011	415	1146
6734	608	1476
4615	298	0
10824	448	4497
7804	150	13095
561	176	7089
7323	402	70
2673	352	3949
12444	448	413
5360	351	2418
11445	289	4601
1982	298	6149
3653	351	3033
5042	708	1208
11122	176	5032
8527	817	3593
4639	817	4105
11941	642	10119
9472	289	4089
2345	298	10100
5487	419	763
10068	357	1830
2236	298	48
1485	204	3994
6767	351	2305
594	298	8752
2606	448	12158
10949	289	2370
11786	448	6562
3932	660	4451
9916	817	5718
10161	817	1822
785	204	885
3012	448	5091
7748	419	1886
11054	125	436
6517	357	1831
224	448	1663
865	817	3593
13172	357	1830
4983	342	11834
6516	419	763
13004	289	588
63	642	12313
4279	448	7134
