1938	448	1702
8280	454	4184
12922	448	3894
3345	357	2665
9508	448	7338
9696	176	5489
4159	351	2979
6205	335	2068
10044	158	2230
10204	358	2982
1589	32	3202
408	334	13413
8268	351	2518
1389	419	1284
2838	351	11292
3085	926	2440
6976	351	4943
9685	289	10665
6568	289	3403
4382	17	7983
10319	183	1270
341	441	340
3140	950	7120
984	257	1953
7838	299	765
8318	352	2440
12320	419	766
7021	912	1837
12022	410	10341
7026	125	457
6891	912	4332
9979	759	1649
11996	208	2436
7536	342	458
3110	912	4846
4759	895	1846
3188	157	2646
8636	357	967
13733	824	7600
6335	289	7469
5829	289	4442
5949	535	11253
9236	684	685
13443	351	4160
6304	912	5793
3545	357	765
819	926	2590
17	372	168
9523	351	1845
3829	357	2392
468	263	469
432	289	10536
9596	349	3068
379	448	10163
13220	335	3460
8631	148	766
6114	387	7394
9094	448	4404
6994	351	2440
1112	284	4994
9687	150	9251
1336	411	5670
13190	410	1434
11183	357	1846
13808	926	2436
2614	318	2933
11602	912	10310
10378	289	2026
2988	752	1453
6076	351	2979
7788	926	12512
1581	32	2202
1604	132	3058
11077	642	8297
10670	82	4363
766	779	4960
6998	289	4561
6295	747	3555
3278	289	4359
236	912	1837
10281	342	13066
11568	642	9433
6156	89	3702
3274	176	9536
1967	635	3975
484	752	766
6180	342	12649
2879	36	2879
4495	660	6902
1388	642	2800
9427	374	4759
10564	351	3222
10670	350	958
9561	372	12586
1277	357	3920
7446	289	7095
4268	561	3844
8828	357	1282
2970	574	962
8191	36	2440
1894	351	1845
4760	36	1282
1231	208	1736
7522	640	13179
3622	923	3920
1848	661	453
7693	955	13352
553	684	3662
12186	448	1678
12942	180	4918
6236	289	4482
8206	955	8335
1621	703	988
2418	34	923
6252	351	1846
1989	351	2216
6131	698	8253
614	351	3975
6104	926	1845
236	351	3082
8231	357	1845
1363	284	5365
13676	36	2979
3436	684	2749
2347	49	1034
1614	132	4228
4822	708	695
4902	750	3462
10381	299	2068
2387	574	1504
8866	351	12539
4467	351	8375
2309	448	5273
11766	49	7927
5755	955	11872
1543	132	2900
3172	912	2749
13562	62	10686
11710	912	2730
5343	684	1837
4916	410	2385
1708	448	1503
1920	357	2887
7248	351	2979
10017	560	3390
1704	357	1846
13307	448	13252
10547	141	8745
11307	642	7371
8152	448	1702
4275	912	9449
3377	289	6020
4408	335	4969
2394	136	3462
2873	351	1845
1678	46	12450
9552	895	4160
12139	176	12604
1690	642	4460
4574	926	3482
1806	150	6760
6844	34	1845
8801	448	7338
2629	284	1412
8122	926	3416
7906	201	5191
1595	32	2974
12983	351	8132
4687	642	1424
7225	493	10909
10613	145	9956
6830	912	1837
11784	351	4974
12485	943	9437
13764	684	2749
12519	351	2634
12478	419	766
2525	351	3416
968	419	2155
1778	243	10348
6071	357	1845
12033	691	7574
426	289	8068
12386	912	5703
12911	684	1837
4480	912	4846
3968	448	9499
1376	352	10588
1821	243	4277
10445	769	2689
6126	747	12681
7930	912	9449
2818	289	13585
2660	351	2979
231	289	2297
1543	703	436
1954	96	1953
5239	289	1683
209	342	11765
6519	448	4035
10170	342	458
10068	36	2068
10562	77	4655
11322	125	13397
12314	372	7080
5936	640	8792
12383	342	5935
11493	358	12471
11517	926	1845
13346	926	1846
11529	351	1919
10372	751	13024
1754	339	4964
1103	36	1967
7933	782	7313
5981	289	10003
3275	125	438
10366	943	8347
9391	781	4661
403	176	6299
1611	32	4099
12102	684	1837
304	289	3089
9344	357	1845
11080	660	3495
6145	36	2232
2260	339	653
124	769	6664
13206	640	13762
9098	448	1702
10046	125	438
1238	204	1239
4527	393	11605
12745	725	2099
757	342	13408
1582	32	2776
6623	351	1845
4639	448	7338
7409	684	2746
5736	923	1927
5806	438	5175
11034	289	10795
12609	357	1845
5563	642	3192
8399	465	4608
9771	150	11386
1796	640	3898
1632	132	873
11341	433	12354
1100	284	4831
10483	232	10908
12597	684	4332
1922	62	2436
13577	448	7217
1678	26	8683
2133	419	1273
1590	132	3058
2565	351	625
7975	335	1511
12161	289	5847
10277	448	1702
1940	640	4645
12515	62	4363
12488	297	286
3496	166	1391
11901	684	1837
6748	92	1468
434	912	766
2176	410	3160
7150	351	7445
54	454	415
12485	434	8256
12896	63	9897
2853	502	4608
446	589	274
7988	351	2440
12239	950	8727
8163	660	597
10012	372	2272
4195	149	2513
4682	289	4637
9163	549	3709
135	145	2566
4576	926	765
7902	357	3920
8983	351	4160
5971	357	1967
11889	125	455
8727	574	13793
12800	62	3462
7516	912	4846
2907	335	1244
13808	372	6591
3113	708	5205
5791	357	2379
1273	779	2638
3254	243	6133
3765	357	1419
2463	176	12869
4445	448	5913
10783	454	11895
9994	352	2436
8778	809	1055
2836	752	766
7647	912	10310
4622	912	4846
11786	912	4322
1570	132	3226
12239	834	4170
12006	289	4586
2675	243	5025
9871	419	766
476	342	5946
13520	351	4411
6922	351	8242
10362	243	13722
3598	77	4188
838	468	2823
8924	201	2447
609	176	4599
1405	358	5389
4206	912	3616
3999	351	967
13699	335	2068
1657	660	3842
555	352	4034
6223	77	3631
5892	289	4550
6147	358	2931
978	289	12568
5332	661	8347
9465	493	10909
340	781	5186
796	149	3202
2651	547	1231
2627	351	1283
5070	351	2436
1825	357	1845
3032	342	12221
11588	372	236
13480	125	8427
9992	448	7530
9715	725	2099
3756	254	1736
4753	357	3913
53	125	439
9403	912	1837
4077	357	1967
13656	176	9536
1886	944	3446
8270	256	12917
1351	352	2769
416	955	4449
13027	304	2980
4478	912	12532
9773	708	11470
770	926	11764
384	125	457
7645	342	340
12336	358	12181
3679	299	2933
1534	32	4383
12282	923	3471
9600	642	9273
11696	342	6293
11344	800	7681
10999	289	12645
